Rating,Title,Full Review,Information,Service Ratings
1.0 of 5 bubbles,Just simply avoid this shambles !,"Three week glorious honeymoon travelling South to North in Vietnam,wonderful hospitality from the loveliest people imaginable throughout........except from this mob ! Took two flights with them,one from Ho Chi Minh to Denang then another from Denang to Hanoi.....both an absolute nightmare ! Both delayed,both times issues over hand luggage weight (I was 0.8kg over their incredibly pathetic 7kg allowance on one of them,queued up through security for 40 mins only to be pulled out at as I reached the front because there was some “issue” with my checked in luggage! 30 minutes of chasing around with a member of staff who spoke not a word of English and who had no idea whatsoever of what the issue might be....to then be told go back to security none the wiser what it was all about ! Need not have worried about missing my flight as it was delayed by near two hours after an early start from our hotel ! There were a number of other issues with them but I can’t be arsed to go through them all,all you need to know is every rep we dealt with throughout our adventure advised not to book with them but go with Vietnam Airlines in future which says it all ! I only avoided charges re the 0.8kg weight issue in my hand luggage (a ridiculous $35 ) because I put on some of the clothing in my bag,they were trying to swindle me ! NEVER EVER AGAIN !",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Delays delays delays,"You'd think a domestic flight that takes 2 hours wouldn't be riddled with delays or ridiculous nonsense. The trip to Hanoi was all right--nothing really of matter happened other than being told to turn my phone off (I just shut the screen after but..)? That's never happened. Normally, no other airline cares. No one checks if your phone is in airplane mode so why does my phone need to be off during landing and take off? That was something weird I noticed that awoke my spidey senses. The return trip to Ho Chi Minh was ridiculous. My flight was for 9 and I got to the airport at 2pm. I knew it was too early to check in so I inquired about the flight around 4 only to hear of its one hour delay. I went to a restaurant and was that annoying customer who bought stuff and stayed til 6ish. I inquired about the flight and it was delayed another hour. At this point, I'm mad. I'm also traveling with a family. My uncle went to the flight desk and said ""Can you tell why the flights are delayed?"" They had no answer other than ""oh, the flights in Saigon are 2 hours late"" Like how? Because he went up there so much they got us flights for 8:45 which was like 15 minutes before the original flight. Like how did they manage to get 5 tickets magically for an earlier flight you ask? I don't even know. There was no order. Everything felt chaotic. The chairs on the flight are really small and if you were a decent human, you wouldn't recline it but people do, unfortunately. The staff came by with those rolling trays but they didn't offer any drinks? I saw this guy pull money out so maybe you had to pay for drinks. No water or anything. It sucked. Pay that extra hundred or two usd to fly a better airline. 

Note: My uncle is Vietnamese so if you cannot speak Vietnamese, I don't how you can argue and get earlier flight tickets. The flight attendants needed to read the english section of their landing speeches when most airlines make you memorize it.",Date of travel: July 2019,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,seats are INHUMANE!,"I’ve flown about 500k lifetime miles and this is hands down the worst airline on earth. You are wedged like a puzzle piece into narrow seats with your knees crammed into the seat in front of you. The only person who could fit comfortably in these seats is under the age of five. You also can’t stand up at all in the seat area. To get to the bathroom you have to walk in a SEATED position (very difficult) using the seat in front of you to keep from falling over. Everyone on board knows it is terrible and so no one reclines their seat. The poor girl next to me was a tall Korean girl and she was so jammed into her seat she could not move. 

I think there should be a law against planes existing with this configuration. It’s psychologically traumatizing. 

You also get no water even. Terrible!!!! We will never never never be lured by their cheap prices again. It’s not worth it! I wish I could rate them a negative five.",Date of travel: June 2019,
1.0 of 5 bubbles,Should politely behave ,"Checking in at Noibai airport for my flight to Yangon and when we returned back, all the employee were made us waste of our time,even we were still queing and standing to departure board to get a bus to Plane.No bus was arrived in 30 minutes.A bus is not flight passengers shuttles car ,so almost elderly people faced difficulties of their mobility to step up and down.
If you make booking for tickets in advance the cost will be cheaper,it is good option for passengers,but costumer services should be more politely than how they behave in their home.",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,Punctual morning flights,"Travelled Hue to SGN on 29/6 2019 on their morning flight, a newer, well maintained, clean  A320 leased from a company called Flyone.com (according to the aircrafts livery). I had a tight international connection 2 hours later from another Terminal in SGN and had been anxious for months where I could make it as VJ have many delays. However, I studied a lot on their delay statistics for this route: delays are recently rare and mostly not serious. Thus I took the chance instead of going to SGN a day earlier. The trip was on tine and VJ were very generous with my bulky luggage and handluggage. Arrived before ETA time, but suitcases took 230 Minutes to arrive. Onboard fresh international staff, good care, and nice supply of drinks foods, etc, for modest prices. A mango juice was 20,000 VND. At arrival only disembarking from 1 door. Bus-gating from aircraft is annoying and lack of IFE deducts rating. Fear of delay deducts further. Price good; adds rating. Total score 4/5. Will fly again. Trust their punctuality on morning flights.",Date of travel: June 2019,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,"Good experience, SKYBOSS IS A MUST","Had a couple flights in Vietnam with Vietjet. We got the SKYBOSS option which was worth its weight in gold, no lines, first on and off the plane and access to the VIP lounge and the best seats on the plane with plenty of leg room. If you fly Vietjet get the SKYBOSS it saved us hours of lining up and you get priority everything. Our experience with Vietjet was great due to SKYBOSS. The staff were also kind and professional.",Date of travel: June 2019,
1.0 of 5 bubbles,Useless !!,"Dont waste your time trying to book this airline from the UK.
Needed to book some internal flights during my stay in Vietnam. It looks like UK residents are ignored somehow on their booking site. Firstly, you cant change currency to GBP which is no big deal but you get right to the end and it asks you to put in a ZIP code. ie  several numbers 

Tried all types of currency but the zip code is still required or you cant continue.
In hindsight probably a blessing after reading the reviews....booked with Vietnam Airlines which look more professional and booked with ease.",,
1.0 of 5 bubbles,“A Robbery Airline”,"Stay away this airline at all cost !!!

When we were boarding a delayed returning flight to Taipei ,a male staff at gate deliberately requested 50USD for a hand luggage ,which had been qualified to 7kg on the check-in counter .
This man staff was really devious ,putting time pressure on us ,so we had no choice but to pay USD$50 for boarding . 

The most horrible part was our payment went to HIS OWN WALLET.  He took our USD$100 bill and gave changes from his wallet.

We felt like we got robbed and will never and ever fly this Airline anymore .",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,There's got to be another way!,"Seriously, avoid this company at all costs, they are the worst company ever, awful customer service, they lost our booking that we paid for £80 we then had to rebook flights and wouldn't give us a refund for our original flights.
We've phoned and phoned and emailed and the representatives at the airport just won't budge, no refund. So disappointed, as we're travelling on a budget.",,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Liars and thieves,"Both my wife and I checked in with Vietjet Air for our return journey to Bangkok after a short 4 day visit to Saigon. We had only cabin size approved hand baggage and no hold luggage. On checking in and having our bags weighed mine was 6.1kg and my wifes was 4.8kg. The baggage limit for the cabin is 7.0kg Our flight was delayed for one hour, nothing new there then with this company. On going through the departure gate to board the bus to the aircraft we were pounced upon by a very keen young man to weigh our cabin baggage. I must point out at this stage that the weighing apparatus used was an ancient bathroom type scale, with a dial and pointer, and not something that had been calibrated. Low and behold my bag had miraculously gained weight to 9kg and my wifes was now 7kg. I advised the young man that I could remove my iPad and carry case if he would allow me. The answer was no your over weight so must pay. I advised him that every female who had a cabin case also had a handbag but again I was refused. The outcome was that I had to pay an additional $44 US to be allowed to take my bag. I consider myself a level headed and reasonable person, but to be singled out as a European traveller who could pay extra is blatant racisim. None of the Vietnamese or Thai travelers were singled out for this treatment, but of course I would have money to pay. To add insult to injury when I gave him the $45 he told me that he had no change. I suppose that's a $1 tip for him. Like I said this airline is a bunch of blatant liars and thieves and I will never use them again. Air Asia are by far a better alternative for low cost flights in this region.",Date of travel: June 2019,
2.0 of 5 bubbles,Delayed and couldn’t use bathroom,"Flight was delayed which isn’t the worst but there was no info when delay occurred and change of gate. Staff not very smiley. Boarded and told I couldn’t use the bathroom even though there had been a Delay and I’d had to wait and people were still boarding. I insisted I had to. Then a staff member opened the locked door when I was in the bathroom...! Flight wasn’t the dream. Had emergency exit even though I have a fear of flying but we weren’t told or run through it. Overall, not great.",Date of travel: June 2019,
1.0 of 5 bubbles,Completly incompetent,"Absolutly hopeless... they took our money for 7 seats... got us to Nha Trang... flight was to leave at 8am... got the 3 children out of bed at 5am to be at airport by 6am as required... on the monitor board it was delayed then at approx 11am they cancelled the flight.. apparently due to lack of pilots... they wou,d have known this well before 11am... we got no compensation money said they never had enough.. but saw them giving the money to vietnamese travellers... so where our 1.4 million VND for compensation went who knows... we then had to get a taxi back to where we stay in Vung Tau that cost us 6.5 million VND... so all up with loss of return air fare 7 million plus loss of compensation 1.4 VND & taxi fare 6.5VND we lost million 14.9million VND... so at all cost avoid this useless incompetent airline its not worth the risk...",Date of travel: June 2019,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Vietjet operated by flyone,"Flight VJ622(vietjet)
From hcmc to danang, scheduled departure 28 June 2019 at 6.15am.

@vietjet
Delays happen and we (passengers) have full understanding. However, since you choose to cooperate with flyone, you might wanna choose an airline that has some sense of commercial acumen.
Here is the experience we had with flyone.
Departure was scheduled for 6.15am, and at 6.25am they boarded a group of late comers. Are you telling us that in future passengers can board with such a huge delay if we choose a vietjet flight which is operated by flyone?
Now, the delay might not be within their control (which they would claim anyhow when we complain). Ok, to give you all a benefit of doubt! but from a commercial perspective and for the sake of customer experience, what was within your control was to proactively let those 99% of the compliant passengers know that departure would be delayed by estimatedly xyz mins (because of whatever reason you could just make up in that moment!)
This is such a basic and damn basic common sense in business!
Flyone chose NOT to do it! Instead, they let disappointed passengers sit there and voice sad monologues (especially elderly ones) who were counting down minutes to see their family and/or friends. Moreover, they refrained passengers from using the toilet. This was really bad for those who have weak bladder/stomach (again, especially the elderly ones). 
Departure was at 7am (finally)where we could be landing in danang already...
Hence I was wondering: 
1. they didn’t inform passengers due to their disrespect for the Vietnamese passengers (They didn’t even display a courtesy to apologize properly) or 
2. Vietjet doesn’t expect any customer-focused behavior from them anyway...
If it’s due to the first reason, intelligent vietjet management would know what to do (I guess). If due to the latter, vietjet management has a very shortsighted business thinking! 
As you already know, customers have a very huge Choice! And it’s even bigger in the future!

@ passengers 
You might want to check which airline operates the flight when you choose to book with vietjet!!!!!

I personally, with my big family traveling together, will not waste money and time on vietjet anymore until I gain back confidence in vietjet management.",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Poor Customer Service,"Checked-in with 7Kg of carry on bag and was not told that I needed to check my personal item (tote bag). When I got to the gate, they told me that I had to check one of my items and charged me $47.  The check-in employee had flagged my ticket so they would stop me at the gate and charged me in excess of the luggage fee (almost double)I would have paid at check-in.  If she would have only told me that I needed to check a bag at check-in, I would have done it then.  I didn't understand that the total carry on weight of a carry on plus a personal item can't be more than 7 kg,  I felt cheated and humiliated.  I will never fly Vietjet again.",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Another budget airlines to consider,"First time using vietjet air and I must say that the airline is as good as any budget airlines.

The booking was easy, I did it online. Upon check in at the airport, I wish the ground staff crews knows which nationalities that are required visa to enter Cambodia.

Likely for me that I already searched prior to my trip that I didn’t need a visa. Imagine if other passenger didn’t know anything and the crew just let them fly and turned out they needed a visa.

When we were about to arrive in Siem Reap, I would suggest the airlines to give the custom/immigration paperwork when we were still cruising instead of where we arrived. It would save our time filling out the form and could avoid the chaos at the Siem Reap airport.",Date of travel: May 2019,
1.0 of 5 bubbles,Dismal customer service,"I was checking in at Suvarnabhumi airport for my flight to Phuket ,I am a tall guy 190 cm  so I had booked an exit row seat which I have done many times before with many airlines including Vietjetair.
Upon checking in this young guy was called over and he went on to explain how because I was 65 years of age I could not sit in this seat which I had paid extra for .I did point out to him that when booking it said from ages 15 to 65 and I am very fit and healthy and look way younger than my years.
Anyway he said he was going to bump me from seat 14 D to seat 6 D  he assured me the leg room was the same as I said I booked this seat for extra leg room and I fly a lot and I ws quite sure this was not the case but he said yes same leg room.The guy down right lied to me it was not the same leg room just a standard seat.
Yet the seats with extra leg room 1 ABCDEF were all empty !!
Anyway I just took it on the chin and thought no problems I would make an official complaint which I did .The email came back quick  l have received your complaint nmr  blah2  please wait 3 to 5 days.
Then another email came back saying complaints have to be sent to another email address .
So I just forwarded on my complaint email to this address.
A few days later an email came back with out addressing my complaint in which I had paid for an exit row seat and then just assigned a standard seat .I was asking for a refund .
And no mention of the Vietjetair staff  at check in Suvarnabhumi airport lying to me.
It was just like oh no we followed Standard procedure and thats how it is..
Well F...k u Viet jetair too
I will be advising all of my friends about your apalling customer service ..non existent it just pisses customers off more to receive the replies you send out.
It seems as long as everything is going ok  its ok but if you have any legitamate complaints this airline cannot be trusted to fulfil their obligations your customer service is a big JOKE should be re named Antagonising Legitamate customer complaints.
In the future I will be avoiding this airline as much as possible many alternatives out there..",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,terrible service,"we were returning back to Yangon after 4 days of enjoyment. In the airport all the employs were so disrespectful, their way of speaking was so rude like you would just wanna fight with them, Even the toilets were so dirty in the airport  and on the other hand we had to waste our time as the flight was 50 minutes late when we entered the plain after all those stupid struggles we found out the plain was super dirty and smelly at the same time. When we asked the air hostess that why is the plain so dirty and smelly we were disrespectfully ignored. Over all getting out of the plain felt so good i felt like i was in hell for 2 hours when i was in the plain.Even when we got out  there were no greetings like in every plain it is. I would never ever want to experience that dump and stupid service ever again.",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Frequency of flights only good thing,"Budget carrier that does have newer planes.  Kind of bait and switch with prices.  The tax they charge changes even it's the same destination.  Charge for water, aisle seat.  Vietjet is late about 90% of the time.  Last resort airlines.",Date of travel: June 2019,
1.0 of 5 bubbles,Poor service and trip,"The airline's service and fees are not very  good. The maximum weight for a carry-on bag is 7kg, and they charge you 5,500,000 VND for each one.

The service staff is also very rude and will just reach over into your seat and use their hands to do whatever they're asking for if you take more than a few seconds.

Spending a little more money to fly with another airline is worth it so that you don't to deal with all the hassle that come with Viet Jet.",Date of travel: June 2019,
1.0 of 5 bubbles,Avoid ,"We flew with VietJet 3 times over 3 weeks.

Bangkok - Chaing Mai was fine
Hanoi - Ho Chi Minh was delayed by 45
Minutes and we circled around for ages before landing with really bad turbulence.

Ho Chi Minh to Phuket took us 2 hours to check in and drop bags as the staff were rude and let everyone do what they wanted, the line didn’t mean anything. 

The flight to Phuket after we thought we were going to miss due to the pathetic check in was delayed. There were no updates on the delay it wasn’t on the board and none of the staff had a clue. 

Pay $20 and fly with someone else. ",Date of travel: June 2019,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Flight delay,"I was supposed to fly to Saigon at 05:30 on Sunday morning, luckily I decided to check in online the night before. Only to discover they’ve put me on a completely different flight at 21:25 Sunday evening!! I haven’t received an email or sms to inform me about the change or the reason. When try calling there is no answer! 

Spend a bit more and choose a different airline to avoid unpleasant surprises.",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,You get exactly what you pay for and more!,"I read so many complaints about Vietjet that I almost paid 4 times as much to fly with the national carrier.  We flew with them 3 times and for the price they’re great!  Modern aircraft, comfortable seats, friendly and caring attendants.  Essentially, they’re the Southwest Airlines of Vietnam.  Just read the clearly listed baggage fees and rules and they’ll charge you no more than is written.  Pay in advance and you save money because you’ll take up less of their time.  I’ll definitely flue them again!",Date of travel: June 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Don't connect through Hanoi - Ripoff!,"I was flying with my 76 year old mother from Siem Reap, Cambodia to Daegu, South Korea, with what should have been a simple layover in the Hanoi Airport. Upon arrival at the airport in Siem Reap, Vietjet informed us we would each have to buy a 200 USD  Vietnam visa becasuse they would not check our suitcases to our final destination. We would have to get a visa so that we could go through immigration and customs in Hanoi in order to get our bags, then re-check them and go back through immigration to go to our gate at the Hanoi Airport. No one had notified anyone of this nonsensical policy before. Everyone atound us was screaming at the Vietjet employees. A family of 5 next to me was stranded because they did not have an extra $1,000 USD to buy the visas for all family members. It was just horrible. 

We had a lot of extra hassle and expense that negated the savings of flying with Vietjet. Their communication and lack of customer awareness through this whole procezs was miserable. It really placed a nwgative cloud on top of an otherwise delightfully tranquil trip.",Date of travel: June 2019,
3.0 of 5 bubbles,Concur with other reviewers,"Yes the flight was delayed! Yes there was little legroom, and seats not comfortable! Yes we had to pay for checkin luggage! But this was not any different to any other budget airline we used in S.E.Asia on our travels, hence score of 'average' for this region.",Date of travel: May 2019,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Overcharginf company,"Relatively low ticket prices are ""compensated"" by overcharging you for luggage. Even small bags that would classify as hand luggage in any other airline cannot be taken to the airplane.",Date of travel: June 2019,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bad choice,"Should have booked air Asia they have online check in no que
On the other hand vietjet don't
Long long long que to check in",Date of travel: June 2019,
1.0 of 5 bubbles,Delay delay delay!!!!!,"Got delayed twice already, this is my second time flying on this airline and certainly the last !!! Made the mistake of not reading reviews before booking twice, then got delayed foreeeeever. Do not book, stop this airline!!",Date of travel: June 2019,
1.0 of 5 bubbles,Second Awful Experience. Do not fly.,Horrible service. Wouldn't recommend this airline to anyone or anything with a pulse. Currently sitting in the airport for another indefinitely delayed flight. Would rather gnaw both of my own feet off than fly this airline again.,Date of travel: June 2019,
1.0 of 5 bubbles,NEEDS TO CLOSE DOWN!!!,"Waited in the airport for 3 hours only to wait another 45 min on the airplane. No organization, one person working 8 gates! At one point they didn’t even tell us when they were delaying to, the sign only said “will Announce later”. DO NOT BOOK THIS AIRLINE.",Date of travel: June 2019,
1.0 of 5 bubbles,Worst Airline in the world. Period.,"Absolutely horrible. Will undoubtedly be delayed, so dont bother showing up early or even on time. I made the mistake of booking two flights with them before reading reviews, and am paying the price. Our flight was delayed multiple times, there was one employee working 7 check in counters. For our third or fourth consecutive delay, they couldn't even tell us when the flight was delayed until, they just put up a board saying they'll tell us later when the flight will be delayed until. Awful.",Date of travel: June 2019,
1.0 of 5 bubbles,Do not use this airline,"Do not use this incompetent airline .. took our money for return fare..they got us to Nha Trang ... return flight was for 8am got the children up at 5am to be at airport 2 hours before take off.. at about 7am they said flight delayed then at approx 10.45 they canceled the flight.. but the flight that scheduled after our flight took off for Ho Chi Ming.. we were supposed to get 200,000 vnd for compensation for each ticket never got that.. the had to pay for taxi from Nha Trang to Vung Tau.. that cost us 6.500.000 vnd.. so all up we were out of pocket  13,500,000 vnd.. so you have been warned do not use Vietjet ever...",Date of travel: June 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
