Rating,Title,Full Review,Information,Service Ratings
5.0 of 5 bubbles,Excellent business class service.,"Very good staff and an excellent service. 

Clean business lounge 
Very impressed for the money 

Alot of good food on offer. Very accommodating staff. 

I will use again",Date of travel: February 2023,
1.0 of 5 bubbles,POOR GROUND SERVICE OFFERED BY SWISSPORT ( ground handling agents for Bamboo). At Melbourne airport on 31/1/23  QH82,"The mobility service ( wheel chair) service offered by SWISSPORT Was below standards, as the staff abandoned my disabled daughter (16) and myself ( (arthritides sufferer ) and two trolleys of luggage half way through and disappeared without taking us to the Taxi rank just outside the Airport. 

This is bad service. I have adviced Bamboo Airways to change the ground handling agent SWISSPORT to another reputable company at the Melbourne end. 
SWISSPORT is also notorious for poor baggage handling damages/lost baggage’s which brings a bad name for the Airline 

Other than that the flight was normal. 

Peter",Date of travel: January 2023,
5.0 of 5 bubbles,great experience,"- new airbus A320neo
-90min flight from Singapore to Saigon
-hot meal ( beef or pasta)
-wet towel
-free soft drinks
-crew 10/10",Date of travel: January 2023,
2.0 of 5 bubbles,Terrible ground staff,"The flight itself is fine, but if you want your experience without any stress or anxiety then avoid Bamboo Airways. Their ground staff are rude, lazy and manipulative, and go out of their way to make you feel stupid. 

I've been travelling for 15 years and have never had an issue at check-in. The Bamboo Airways ground staff were rude from the moment I got to the counter, and told me I needed to check my carry-on bag as it was too big - this was not true, I had used this bag on many flights before, and it was the correct weight at 7kg. I asked them to measure it and they refused, and then said that my personal item (a small backpack!) had to be my carry-on, and they forced me to check my bag. 

It was clear that they were on a power trip once I got to Hanoi and saw many other bags, smaller than mine, at the baggage claim belt that were obviously meant to be carry-on (soft sports bags, backpacks etc.) - they had forced others to check their bags as well. 

They left a very sour taste in the mouth, and caused an extreme amount of anxiety and distress due to their completely unnecessary behaviour. Don't even bother complaining as Bamboo Airways will just ignore your emails, so you're better off booking with someone else.",Date of travel: December 2022,
1.0 of 5 bubbles,Not good,"45 minutes before takeoff they turn off the screens and 45 mins before they land they turn off the screens so your stuck doing another while kids screen in boredom around you. The food is terrible.
I can’t recommend them. Never again",Date of travel: January 2023,
1.0 of 5 bubbles,Worst customer service,"They cancelled my booking without notification saying that they had not received the payment even though I showed them the payment evidence. Customer service staff was rude, she refused to check with relevant team and litterally said that online booking is responsibility of other team and not hers, not a single apologies or whatever for the incident. Eventually, I had to buy new ticket for higher price, same flight, same class. They didn’t even help to provide evidence for the cancelled ticket so I can make sure I will get the refund for the cancelled ticket later.",Date of travel: January 2023,
5.0 of 5 bubbles,Unexpected a Surprise!,"We booked Bamboo Airways to fly from Hanoi to London and I was scared because of the several bad reviews. 
This company doesn’t have anything less than other companies. I flew with Thai Airways and Emirates and I think the economy class is really similar. The food is good, the plane is clean, the seats are comfortable. The flight was rescheduled a hour later but we landed at the same time we meant to land from the beginning. It’s cheap and worth for money! Highly recommend!",Date of travel: January 2023,
2.0 of 5 bubbles,Very bad experience at check in at Tan son nhat airport,"Today, January 6th, 2023, my family flew from Hanoi to Sydney with Bamboo airline. My family has two people, each person can carry 45kg of luggage. First, we took flight QH 241 from Hanoi to Ho Chi Minh City. At the check-in in Noibai airport, Bamboo's staff checked and confirmed that there was 90kg of checked baggage to Ho Chi Minh City. Then we  flew to Ho chi Minh City  and did check-in procedures in Ho Chi Minh City to take flight QH 086 to Sydney. At the check-in counter, the check-in peson said that our checked baggage was 8kg overweight and had to be paid extra, although he also admitted that the total amount of checked baggage from Hanoi was 90kg according to tags on baggaged attached by Bamboo staff in Noibai airport. This is clearly a mistake of the Bamboo airline, due to the incorrect weighing of baggage check at Noi Bai or Saigon airports, or because the staff at Noi Bai were negligent in weighing. However, when we asked to speak to the supervisor in charge, he said that we need to complain to Noi Bai airport, or not be able to board the plane, or have to pay more.
We were very surprised at the unreasonable behavior of Bamboo's staff and the supervisor in charge of check-in at Tan Son Nhat airport. They behaved irresponsibly, as if the check-in department at Noi Bai was not a unit of Bamboo. Recently, my family has used Bamboo Airways' services a few times and is quite satisfied with the quality of service provided by the airline. However, the recent incident has changed our feelings for Bamboo. It is hoped that Bamboo Airways will take timely corrective measures to avoid such phenomena, worsening the good reputation and image that the airline has worked so hard to cultivate.",Date of travel: January 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,Bad customer service experience!!! Complete Fraud!!!,"As I was gifted 2 free flights from Bamboo and wanted to redeem the vouchers. At first, the vouchers displayed no expired date though there is a brand stamp on the vouchers among with the director’s signature, it also displays that the voucher is not eligible during holidays and Tet holidays. However, when I wanted to redeem the vouchers, the booking center said that the vouchers are expiring in January 31st 2023 and they won’t redeem the voucher from 29th December 2022 to 7th February 2023 due to holidays and Tet. FYI, the 2023 Tet holiday in Vietnam begins from 22nd January 2023 to 25th, and the New Year begins from the 1st to the 3rd only. I questioned the booking center if the ineligible period is the official holidays according to the Vietnamese laws (which is not), but they refused to answer and directed me to the person who gifted me the vouchers??? I mean wt*??? I sent them a couple emails afterward but they still refused to give me the answer. So to me this seems like a big airway in Vietnam is not familiar with commercial law, and their attitude tells me that they are fraud for issuing the vouchers. They do not care about their customer satisfaction. Now I have to see my valuable gifts are going to waste because they can’t properly operate their business. Complete unsatisfactory!!!!",Date of travel: January 2023,
1.0 of 5 bubbles,Horrible Customer Service Experience,"If you have ever needed a support from Bamboo Airways (BA) customer service, I guess you would still have been happy with BA. You can ignore this review or you can read it for your reference.

I am so frustrated with their customer service department: Firstly, BA re-scheduled my flight from morning flight to afternoon flight and they gave me 2 options: whether I accept or decline the new timing. Due to my work schedule, I declined it. Then, BA ""CANCELLED my reservation"". Therefore, I could not search for my booking and make a modification. I contacted their customer service via email and received a response after 2 days. In the email, they just double confirmed that my reservation is cancelled and NO REFUND according to their policy. No solution was given. That's meant: I could not modify my booking as it is cancelled by BA and I will receive no refund. It's ridiculous. More or less, it is a scam to me.",Date of travel: December 2022,
1.0 of 5 bubbles,Worst airline I have ever flown,"They charged me for a ""seat upgrade"" which wasn't an upgrade it was an additional seat

Then they lie about it, say they never charged me and refuse to refund me even though the ticketing agent lied to me.

Buyer beware!",Date of travel: October 2022,
5.0 of 5 bubbles,Faultless Service,"We have just finished a 12 hour 787  business class flight from Gatwick to Saigon with my wife and 8 year old. I felt compelled to write about the experience which was absolutely fantastic. 
The plane was spotless, seat amazing, the staff were super attentive for every minute of the flight. The food was exceptional.
Ok, it’s not Singapore Airlines business class but it’s less than half the price. I’d put it toe to toe with Emirates and others all day.
You may not get an annoying email every day counting down your trip or 750 films to choose from
But who cares.
A superb product that I wouldn’t hesitate to use again.",Date of travel: December 2022,
2.0 of 5 bubbles,All flights canceled or delayed,"Second time flying with them and basically all of their flights are delayed or canceled, same as the first time. Pretty cheap but except to arrive a few hours later then expected.",Date of travel: December 2022,
5.0 of 5 bubbles,Very Satisfied!,After reading a few negative reviews I approached my flight with some trepidation but in all honesty I was pleasantly surprised by how good the service was.The Dreamliner was spotlessly clean and well presented with Christmas decoration.The cabin crew both smart looking and efficient.A good choice of inflight viewings.Food standard.I really have no negative comments.Possibly the pre flight customer service could be better with no UK contact point but the flight itself certainly compares favourably with any of the other SE Asia/China operators.Well Done Bamboo I will certainly book again for my next vocation!,Date of travel: December 2022,
5.0 of 5 bubbles,Really surprised,"After reading all the reviews are was quite in the defensive of what to expect of this airline.

We used it for an internal flight in Vietnam and everything was really fast and good service.

Quick check-in and drop of luggage. No one was checking how much does the carry on wage, they were punctual to arrive at the destination and the plane was really nice and new. Also they provided water and cleaning hand towels.",Date of travel: December 2022,
2.0 of 5 bubbles,Bamboo Airways changed our flight time without warning,"We were flying from Sydney to Phu Quoc, with a layover in Ho Chi Mihn, all woth Bamboo Airways. When we arrived in HCM we were surprised to find out that our flight to Phu Quoc had the schedule changed to 9 hours in previously, which made it impossible for us as we were still on our first flight. The next available flight was 5am the following morning which meant we had to stay the night in HCM. The airline didn't offer to pay for this and after sending emails, have still refused to reimburse me for anything. Terrible customer service",Date of travel: October 2022,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Never again. Ryanair style airline which is unacceptable on a 14h flight.,"Never again. Bamboo Airways does not allow online check in for international flights. We spent over 2 hours queuing at the airport in Hanoi to check in and drop our bags. This is horrendous. No email communication from Bamboo Airways prior to departure (booked our flights via a travel agent) and they changed departure time less than 24h prior to departure. They are very proud of flying Boeing 787 Dreamliner but they saved on any interior features and so the seats are not comfortable, there is no individual control over air-conditioning, they lock all windows so you will not see anything outside during the whole duration of the flights. There is very very very poor choice of inflight entertainment and they have the same movies/ series on the flight London to and from Hanoi. This was the most basic Dreamliner we have ever experienced. There are no pillows for overnight flights, no eye masks or earplugs. You get the bare minimum. One alcoholic drink per person, if that, no snacks (they quickly run out of noodle instant soups and terrible sandwiches). They are unwilling to offer tea or coffee. We were served dinner before being served any drinks. On the plus side, the food you get is passable and some staff members are kind and friendly. The flight arrived on time despite leaving (on both occasions) late.",Date of travel: December 2022,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Avoid booking with this airline.,"Definitely avoid booking this airline. The app and booking website suck!! If you want to cancel your booking, you have to email them. This is when I booked directly with them. What a joke! I tried to cancel 20 days in advance with smart economy class which allows refund. They slapped me cancelation fees when nothing specified when I booked my ticket. 

Avoid this airline at all cost.",Date of travel: December 2022,
5.0 of 5 bubbles,A great experience yet again ( Business Class ),"Check-in : At the dedicated Business Class counter. A standard experience , but the staff member did make the effort to let us know about the fast-track at security / lounge location / etc.

Security : As mentioned above , there is a separate Fast-Track for Business Class passengers , which was quite beneficial at that time of the day.

Lounge : There is a separate lounge for Bamboo Airways , with ample seating. Did not pay much attention to the F&B options available , but the lounge was plush & comfortable enough for a short stay.

Boarding : Unlike Hanoi , we did not notice / experience the ""escort-to-gate-from-lounge"" service here. At the gate / aerobridge , the ground staff genuinely treat you like a VIP , and inform the cabin crew about your arrival.

Seating / Layout : Standard Business Class seats , in 2-2 configuration. Comfortable enough , but nothing exceptional.

Service : Very professional & courteous crew.

Food & Beverage : A sandwich ( a.k.a. a snack ) , presented nicely on a tray ( despite being a morning / breakfast time flight ). The Vietnamese Iced Coffee was delightful.

Arrival : Private van transfer to the terminal. Luggage arrived on a priority basis , even before rest of the passengers reached the terminal.",Date of travel: October 2022,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Surprisingly good,"Modern plane, on time, very much what you expect in a modern country budget airline. Seats standard, can’t complain aside from no inflight entertainment which is expected.  Heaps better than Vietjet and well worth the small extra cost.",Date of travel: November 2022,
4.0 of 5 bubbles,"Great value for money - no delays, standard food, free check-in 20kg baggage","Pleasant surprise. I read quite some bad reviews from published article. I guess it was reported as bad delays due to covid restriction period. I booked through Trip.com.
Our Flight is scheduled 8.30am to depart, actual departure about 8.40am (which is normal delay for all airlines, due to normal logistics/admin checks). 
Happy that we arrived 14 minutes earlier anyway, at 12.41 pm into Singapore, (scheduled arrival was 12.55pm). 
Food is standard and fine, enough to fill you, a western fish option and an asian Chicken on Rice. Most of the service crew staff are friendly. Except one who was abit impatient trying to stop me from rearranging my luggage near taking off. One thing i noted, the toilet, is clean (i used at beginning of the flight), but the sink did not seem to drain the water well, after washing my hands. I highlighted to the service crew who told me he will fix it. 
In addition, I heard a mother with a crying baby for quite some time, seated behind me, which i thought the Service Crew could have taken initiative to come to see how they could help. 
Generally, if you want to arrive safe, punctual, at affordable price ( i paid $83 for airfare + $67 tax = Total $151 for 1 leg back via Trip.com), clean flight with basic food, yet able to have a free 20kg checked-in baggage, I highly recommend this airline ! I'll surely take it again.",Date of travel: November 2022,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,A true boutique airline ( Business Class ),"Check-in : Not quite ideal to be frank. We arrived late at night in Vietnam , and were expecting a baggage drop-off counter in T2 itself , but there wasn't any. When we reached T1 , the staff refused to check us in. Reason : our flight was technically departing the next day ( i.e. first flight of the day ) & departures in the domestic terminal cease for the night , thus , we were very curtly told to come 2 hours before our flight. The attitude of the staff could have easily been friendlier / more effort could have been made to explain things despite the language barrier , especially to a family of 4 foreigners flying in their Business Class. 

Security : Did not notice any separate queue for Business Class passengers , nor were we told about it at the check-in counter. But being the very first passengers of the day made all that immaterial.

Lounge : Now this is where everything took a turn for the better. Staff - FABULOUS. Food - AMAZING. Service - PAR EXCELLENCE. We were treated by the staff as if we're in their own home , and were pampered with all the local delicacies. Do try the Pho here.

Boarding : Just when we thought we've seen the best the airline could offer , came the 'luxurious' boarding experience. WOW. First , a ground staff member came to personally escort us all the way to the gate. Since our aircraft was at a remote parking bay , we got a private car to drive us down the tarmac. Once at the aircraft , the ground staff & crew treat you like a VIP , and the latter even load your luggage in the overhead bins.

Seating / Layout : The seats are pretty basic , but thankfully not the bulky kind as seen in older aircrafts. 2-2 configuration arranged in 4 rows.

Service : VERY GOOD. The crew was attentive , courteous & professional.

Food & Beverage : Not a breakfast spread. More of a snack to be honest. But , well presented. The Vietnamese cold coffee was delightful.

Arrival : The crew waited for us to exit the aerobridge , before the others were allowed to disembark. Our luggage pieces were the 1st to arrive i.e. 'Priority' was followed",Date of travel: October 2022,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,reject elder and infant on priority line checking,"everything is perfect for an economy airline, it's actually much better than VietnamAirline by service, flight attendants, and seat quality, food was served 3 times (not 2 compare to VietnamAirline). But I will have to leave 2 stars here so that i can come back and give another review when this critical problem fixed. In Australia, and Sydney particularly, everyone including the government care very much for elder and young children, they even have special quick line in Custom-service for elder and children. BUT, when checkin with you guy, bamboo, in Sydney, the head manager reject ALL children and elders to go to ""Priority"" line, claiming that ""if the flight have 150 children, then we have to serve you all in this priority line"" ?!?!?! this is what he had to say about that, while we have a 12 months old crying on our lap. and that's why i would have to do this review to make sure you correct and streamline your staffs, everything is perfect but was destroyed by this ground manager. Im not quite sure if i have to go further and report you guys to  Customer-rights in Australia. But im quite sure every other airlines always have this line available for children and elder",Date of travel: November 2022,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Solid mid-range airline,"I expected this to be a budget airline considering the price I paid. So you can imagine my surprise when I was offered drinks and lunch on board the plane. Service was good, although seats were a bit cramped. I would definitely consider Bamboo again for future travel to Vietnam.",Date of travel: November 2022,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
3.0 of 5 bubbles,Hungry passenger,"Bamboo airlines have comfortable seats, with a pleasantly air conditioned atmosphere. However, when serving food they only had a chicken sandwich, with no vegetarian option. In the future please stock something for non meat eaters. Other than that, no complaints.",Date of travel: November 2022,
1.0 of 5 bubbles,Terrible,"Bamboo ,the worst international airline I’ve ever been in ..  the most cramped seats I’ve ever been in , terrible food . No wine with dinner .  Terrible food . 
Lights aren’t dimmed enough to sleep .",Date of travel: October 2022,
5.0 of 5 bubbles,Quick refund for a cancelled trip,I booked a business-class return trip for my 92-year old mother in August 2022.  She became unwell suddenly.  We cancelled the trip.  The business fare allowed cancellation without the need for a medical certificate.  We received the full refund within a couple of weeks.  We are very happy with Bamboo on this matter.,Date of travel: August 2022,
2.0 of 5 bubbles,Im  Anfang war die Tat,"The Bamboo Airlines promise sounds good, but delivery is a whole different ball game. Firstly, Bamboo has adopted a one man temperance campaign….Business Class has nothing stronger than a middle range French red; and even that is issued infrequently and in very small volumes. As if that isn’t enough, their 787 fleet have had the individual ventilation ports sealed off, resulting in a cabin atmosphere that is perfect for early onset hypoxia. The 787 , as deployed by every other operator, is a supremely comfortable aircraft. The Bamboo boys have managed to make their 787 a shitbox",Date of travel: October 2022,
1.0 of 5 bubbles,WORST AIRLINE EVER,"The worst long haul flight I’ve ever been on. The plane and leg room was tiny, the flight was extremely hot and there was no AC. 

When we landed in Heathrow London, our baggage took over 3 hours to come through and we spoke to the staff at Heathrow Airport who informed us this was the fault of the airline and they’re always extremely SLOW!! 

NEVER FLY WITH THIS AIRLINE!!",Date of travel: October 2022,
1.0 of 5 bubbles,Horrible experience,"I am not a large person but the leg room is not acceptable for a 13 hour flight. Smaller than Ryanair european flights. When we landed we had to wait over 3 hours for our bags to come out and apparently it’s a common occurrence with this airline,",Date of travel: October 2022,
2.0 of 5 bubbles,International business class and service are below standard,Customer service and cabin crew in business class are poor. It's a very new airlines in the skies so let's hope management are listening to their clientele and improve their services in the future. I don't recommend flying them at this stage.,Date of travel: August 2022,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Honestly a great experience,"I was booked on Bamboo through Expedia and was notified by the latter of a flight change that didn’t work out for me. Spent a week unsuccessfully trying to resolve rescheduled flights with Expedia and out of desperation, decided to contact Bamboo directly via email support a few days before my holiday, although expecting they couldn’t help because I was booked through third party. They resolved everything within 2 hours! Before that I was about to cancel my entire trip. 

I was booked economy from SYD to SGN and although I had some issues with a broken tray table in my seat, it was quickly resolved. The food was really impressive, probably some of the best airline food I’ve had. 

On the way back from SGN TO SYD, I upgraded to Business for a very reasonable price. The service was impeccable and the upgrade well worth it. 

I’m sorry to see so many poor reviews, maybe I just got lucky. I would definitely fly with them again. Seems like it very much depends on the aircraft too.",Date of travel: September 2022,
2.0 of 5 bubbles,A full service airline but with a low cost seat.,"The outbound flight  utilized an ex-Primera Air A321 so legroom was decent. The inbound flight back used an A321neo ACF ordered by the airline itself without any previous owner. Legroom was no better than a cage, the seat was so tight one could barely move out or in. Mum even said it’s worse than Vietjet’s low-cost seat.",Date of travel: September 2022,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Flight changed and keeping delayed,This Airline doesn’t know how to manage the time and  seem very unprofessional original flight is 12:30pm they changed to 2pm but passed 2pm still have not taken off past the new scheduled time. The positive about the airline is new and its cleanliness.,Date of travel: September 2022,
1.0 of 5 bubbles,This airlines is a scam. They’re unreliable and robbery.,"We booked 2 tickets from london to hanoi return flight for a trip on September. However our schedules changed therefore we need to cancel the trip. They said the cancellation fee will be $200 per route, per passenger. 
We paid $1860 originally, and we got about $350 back??? Wtf? They’re robbery.
Will never ever fly this airline again.
I guess they just made some money, but with these kind of customer service, they’re loosing thousands dollars because they just lost a luxurious customer.",Date of travel: August 2022,
2.0 of 5 bubbles,Mrs,"Bad experience. Slow responce in communication. No one answer the phone. Almost no phone service. Urgent email took 3 days to get back. 

Flight delay from 7 pm to 4 am the next morning. I wont recommend anyone to go with Bamboo",Date of travel: August 2022,
1.0 of 5 bubbles,RUBBISH RUBBISH RUBBISH,Worst airline I’ve ever had to deal with. Flight was cancelled 2 hours prior to departure! No explanation,Date of travel: August 2022,
1.0 of 5 bubbles,Terrible customer service and weird policy,"I cancelled the flight. They don't allow our family check-in online. There are 4 people in my family. We don't have checked bag so we decided to check-in online so we can have more time before boarding. But they blocked us, because one person in my family matched a name that they don't allow to flight with Bamboo ?????",Date of travel: July 2022,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
4.0 of 5 bubbles,"very new plane, 40kg luggage, good seat and legroom, food (bring your own)","excellent new 787, good legroom even for a big guy like me, flight attendants very good. 
Check in excellent English and helpful.
Food offerings - don't bother just get a sandwich before you leave, Breakfast was interesting, choice of spaghetti or some watery thing with lumps in it, I think they called it Porridge.
Summary: if you want to fly, get on Bamboo Airways. If you want to eat, go to a restaurant.",Date of travel: June 2022,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Delay for a hour,Should change the brand name to delay bamboo ảilines. Delay for a hour without any reason. Truly terrible,Date of travel: July 2022,
1.0 of 5 bubbles,ECON RETURN,"Cabin crew helpful but plush Skyscrapper Offices = Greed +++ Update request from Economy to Business cancels the Econ ticket but OK if you have additional 71 m Dong.
Seats available in Business Class and Economy Class.
We were not even offered a bottle of cold water while made to wait on line for a Business Class price. No seat offered only the price.",Date of travel: July 2022,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Refund is extremely difficult,"They cancelled my flight last 2021. I had a FLEX fare and I asked for a refund.
They said I would receive the refund after 90 days.
It took me 10 months and about 20 emails to be refunded!!! 
It's difficult to receive help/answers from their customer service. 

Advice for other customers waiting for a refund: keep trying, and send them emails to ALL of their customer services.",Date of travel: July 2021,
